country,count,proportion
12.0,16102,99.86975128698134
68.0,1,0.006202319667555666
149.0,5,0.03101159833777833
150.0,4,0.024809278670222663
196.0,1,0.006202319667555666
234.0,1,0.006202319667555666
,9,0.05582087700800099
