mitral_regurg,count,proportion
1.0,841,5.216150840414315
2.0,4373,27.122743906220926
3.0,6733,41.760218321652296
4.0,2412,14.959995038144266
5.0,127,0.7876945977795695
6.0,273,1.6932332692426968
,1364,8.459964026545927
