device_manufacturer_1,count,proportion
1.0,8134,50.44966817589779
2.0,6399,39.68864355268871
3.0,1325,8.218073559511257
4.0,6,0.037213918005333996
5.0,191,1.1846430565031323
,68,0.4217577373937853
