,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_estimator__max_depth,param_estimator__n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,1.661631441116333,0.05133312434025265,0.5529575824737549,0.059647261839572245,2,50,"{'estimator__max_depth': 2, 'estimator__n_estimators': 50}",0.6726557221907247,0.6871208328966266,0.6696605401101855,0.6273195395744791,0.7113637658425193,0.673624080122907,0.027448876317868773,32,0.7123471346081565,0.714939706375053,0.7242565895334812,0.7410719854587737,0.7231673265139607,0.723156548497885,0.010065118092265053
1,3.0605217456817626,0.08200095835724545,0.9841859340667725,0.13577350852934472,2,100,"{'estimator__max_depth': 2, 'estimator__n_estimators': 100}",0.6778269953128389,0.683393599468451,0.6794180199164196,0.6360586263554143,0.7190575682280803,0.6791509618562409,0.026341263418282832,26,0.723138744172312,0.7221476965830688,0.727033024315233,0.7434796753660212,0.7311230888550089,0.7293844458583287,0.007727960756130325
2,4.6312333106994625,0.1629628935718518,1.3329118251800538,0.17067984950920057,2,150,"{'estimator__max_depth': 2, 'estimator__n_estimators': 150}",0.6776643336141606,0.6894571951375158,0.6804844241312082,0.6324869842358813,0.7207660088176252,0.6801717891872782,0.028334908252435353,23,0.7237569981315797,0.7272422731907948,0.7312535799205895,0.7414162201546477,0.7374292027869724,0.7322196548369169,0.0064659166526443235
3,6.254880809783936,0.13142038155652042,1.8083482742309571,0.2400628599386006,2,200,"{'estimator__max_depth': 2, 'estimator__n_estimators': 200}",0.6841580242911401,0.6918493537061998,0.6838706688930324,0.6330582394048121,0.721815348276775,0.6829503269143918,0.028569944073150822,17,0.7268361917013636,0.7288442706311189,0.7326049327365769,0.7445583105735604,0.7356797168653926,0.7337046845016025,0.006224326823551311
4,2.8909435749053953,0.08533096860832587,0.4697676658630371,0.06626701916022053,4,50,"{'estimator__max_depth': 4, 'estimator__n_estimators': 50}",0.6926717008245369,0.6832572807133351,0.6838483459215826,0.6353242788467642,0.7214860035615406,0.6833175219735519,0.02774155885169048,16,0.762820095465167,0.7621165736690357,0.7645841865401538,0.7773131543910711,0.7626312809607353,0.7658930582052326,0.005770197018753072
5,5.660058832168579,0.06875332290381123,0.9160418033599853,0.10965882816104565,4,100,"{'estimator__max_depth': 4, 'estimator__n_estimators': 100}",0.6948607924637313,0.6900365123325134,0.6839231732855271,0.6379711787397445,0.7227436060360414,0.6859070525715116,0.027407799416067212,7,0.7767778060634911,0.7777381165873773,0.7690653603280591,0.7865635422413757,0.7738922176831349,0.7768074085806875,0.005735623537561634
6,8.688455295562743,0.15516873772602136,1.403641366958618,0.17902124522975246,4,150,"{'estimator__max_depth': 4, 'estimator__n_estimators': 150}",0.6941326958276088,0.6896439970999559,0.6772017720578464,0.637096745372634,0.7220039239222399,0.684015826856057,0.027658468528943138,13,0.7824440276869804,0.7855303187646213,0.7770904485157188,0.7873147958160449,0.781425393919292,0.7827609969405314,0.003533996376347702
7,11.308335447311402,0.15934141408959132,1.8882433414459228,0.25823302947848126,4,200,"{'estimator__max_depth': 4, 'estimator__n_estimators': 200}",0.6947207578219186,0.6904954302900398,0.6807445526074389,0.6381776007707167,0.7267770057359795,0.6861830694452187,0.028542805505084222,6,0.7839560510904012,0.7878412612985979,0.7755186446481396,0.7882740759133972,0.7816365235299437,0.783445311296096,0.004669174587056896
8,4.140682125091553,0.108147687894096,0.4616096973419189,0.06316205454627921,6,50,"{'estimator__max_depth': 6, 'estimator__n_estimators': 50}",0.671877906739767,0.6804574858035022,0.692647050847008,0.6433707017080282,0.7293325957422002,0.6835371481681011,0.02806770028885596,14,0.8437041940197336,0.8369119713220884,0.8357022703831818,0.8228147912535203,0.8261895446271595,0.8330645543211366,0.007580046144367397
9,8.216158008575439,0.18818016806325433,0.9174662113189698,0.12986283010990302,6,100,"{'estimator__max_depth': 6, 'estimator__n_estimators': 100}",0.6899898254667264,0.6851866112676325,0.6848800531293029,0.6470981863709743,0.7263601162480756,0.6867029584965424,0.025130276255641876,4,0.8492058544178337,0.8533735551494739,0.840136810817124,0.8337437438901855,0.8327825205324121,0.8418484969614057,0.008219081401142853
10,12.479446077346802,0.2752683163865485,1.3931378841400146,0.1631435482477859,6,150,"{'estimator__max_depth': 6, 'estimator__n_estimators': 150}",0.6924806836428546,0.6830779719481455,0.6898224245098269,0.6453412091910927,0.7259786551836299,0.6873401888951098,0.02572002350896708,2,0.8523715312254488,0.8557839264574004,0.8425049531452025,0.8333173168865592,0.837402206525507,0.8442759868480236,0.008584269059657583
11,16.44684319496155,0.15819091758985357,1.892850112915039,0.19503679712722247,6,200,"{'estimator__max_depth': 6, 'estimator__n_estimators': 200}",0.6949905154953521,0.6876885035587472,0.6893633052867907,0.64539357054196,0.7326528887065615,0.6900177567178822,0.027711566279694025,1,0.8546145845601776,0.857529366779951,0.8381596682902386,0.833828563022719,0.8392268585748097,0.8446718082455792,0.009526878008930009
12,5.524916744232177,0.12372000694821135,0.47940678596496583,0.06526590360735715,8,50,"{'estimator__max_depth': 8, 'estimator__n_estimators': 50}",0.6776471165120806,0.6879482344476576,0.6804853954636532,0.6455944733431426,0.7215381009188239,0.6826426641370715,0.02426182937896519,18,0.8963615553536329,0.9091445281822845,0.8980190276964732,0.8929518104015959,0.895430976803945,0.8983815796875863,0.005625681370849007
